,0,3
6390,tcs,Torres Strait Creole
6391,tct,T'en
6392,tcu,Southeastern Tarahumara
6393,tcw,Tecpatlán Totonac
6394,tcx,Toda
6395,tcy,Tulu
6396,tcz,Thado Chin
6397,tda,Tagdal
6398,tdb,Panchpargania
6399,tdc,Emberá-Tadó
6400,tdd,Tai Nüa
6401,tde,Tiranige Diga Dogon
6402,tdf,Talieng
6403,tdg,Western Tamang
6404,tdh,Thulung
6405,tdi,Tomadino
6406,tdj,Tajio
6407,tdk,Tambas
6408,tdl,Sur
6409,tdm,Taruma
6410,tdn,Tondano
6411,tdo,Teme
6412,tdq,Tita
6413,tdr,Todrah
6414,tds,Doutai
6415,tdt,Tetun Dili
6416,tdu,Tempasuk Dusun
6417,tdv,Toro
6418,tdx,Tandroy-Mahafaly Malagasy
6419,tdy,Tadyawan
6420,tea,Temiar
6421,teb,Tetete
6422,tec,Terik
6423,ted,Tepo Krumen
6424,tee,Huehuetla Tepehua
6425,tef,Teressa
6426,teg,Teke-Tege
6427,teh,Tehuelche
6428,tei,Torricelli
6429,tek,Ibali Teke
6430,tel,Telugu
6431,tem,Timne
6432,ten,Tama (Colombia)
6433,teo,Teso
6434,tep,Tepecano
6435,teq,Temein
6436,ter,Tereno
6437,tes,Tengger
6438,tet,Tetum
6439,teu,Soo
6440,tev,Teor
6441,tew,Tewa (USA)
6442,tex,Tennet
6443,tey,Tulishi
6444,tfi,Tofin Gbe
6445,tfn,Tanaina
6446,tfo,Tefaro
6447,tfr,Teribe
6448,tft,Ternate
6449,tga,Sagalla
6450,tgb,Tobilung
6451,tgc,Tigak
6452,tgd,Ciwogai
6453,tge,Eastern Gorkha Tamang
6454,tgf,Chalikha
6455,tgg,Tangga
6456,tgh,Tobagonian Creole English
6457,tgi,Lawunuia
6458,tgj,Tagin
6459,tgk,Tajik
6460,tgl,Tagalog
6461,tgn,Tandaganon
6462,tgo,Sudest
6463,tgp,Tangoa
6464,tgq,Tring
6465,tgr,Tareng
6466,tgs,Nume
6467,tgt,Central Tagbanwa
6468,tgu,Tanggu
6469,tgv,Tingui-Boto
6470,tgw,Tagwana Senoufo
6471,tgx,Tagish
6472,tgy,Togoyo
6473,tgz,Tagalaka
6474,tha,Thai
6475,thc,Tai Hang Tong
6476,thd,Thayore
6477,the,Chitwania Tharu
6478,thf,Thangmi
6479,thh,Northern Tarahumara
6480,thi,Tai Long
6481,thk,Tharaka
6482,thl,Dangaura Tharu
6483,thm,Aheu
6484,thn,Thachanadan
6485,thp,Thompson
6486,thq,Kochila Tharu
6487,thr,Rana Tharu
6488,ths,Thakali
6489,tht,Tahltan
6490,thu,Thuri
6491,thv,Tahaggart Tamahaq
6492,thw,Thudam
6493,thx,The
6494,thy,Tha
6495,thz,Tayart Tamajeq
6496,tia,Tidikelt Tamazight
6497,tic,Tira
6498,tid,Tidong
6499,tie,Tingal
6500,tif,Tifal
6501,tig,Tigre
6502,tih,Timugon Murut
6503,tii,Tiene
6504,tij,Tilung
6505,tik,Tikar
6506,til,Tillamook
6507,tim,Timbe
6508,tin,Tindi
6509,tio,Teop
6510,tip,Trimuris
6511,tiq,Tiéfo
6512,tir,Tigrinya
6513,tis,Masadiit Itneg
6514,tit,Tinigua
6515,tiu,Adasen
6516,tiv,Tiv
6517,tiw,Tiwi
6518,tix,Southern Tiwa
6519,tiy,Tiruray
6520,tiz,Tai Hongjin
6521,tja,Tajuasohn
6522,tjg,Tunjung
6523,tji,Northern Tujia
6524,tjl,Tai Laing
6525,tjm,Timucua
6526,tjn,Tonjon
6527,tjo,Temacine Tamazight
6528,tjs,Southern Tujia
6529,tju,Tjurruru
6530,tjw,Djabwurrung
6531,tka,Truká
6532,tkb,Buksa
6533,tkd,Tukudede
6534,tke,Takwane
6535,tkf,Tukumanféd
6536,tkg,Tesaka Malagasy
6537,tkk,Takpa
6538,tkl,Tokelau
6539,tkm,Takelma
6540,tkn,Toku-No-Shima
6541,tkp,Tikopia
6542,tkq,Tee
6543,tkr,Tsakhur
6544,tks,Takestani
6545,tkt,Kathoriya Tharu
6546,tku,Upper Necaxa Totonac
6547,tkv,Mur Pano
6548,tkw,Teanu
6549,tkx,Tangko
6550,tkz,Takua
6551,tla,Southwestern Tepehuan
6552,tlb,Tobelo
6553,tlc,Yecuatla Totonac
6554,tld,Talaud
6555,tlf,Telefol
6556,tlg,Tofanma
6557,tlh,Klingon
6558,tli,Tlingit
6559,tlj,Talinga-Bwisi
6560,tlk,Taloki
6561,tll,Tetela
6562,tlm,Tolomako
6563,tln,Talondo'
6564,tlo,Talodi
6565,tlp,Filomena Mata-Coahuitlán Totonac
6566,tlq,Tai Loi
6567,tlr,Talise
6568,tls,Tambotalo
6569,tlt,Sou Nama
6570,tlu,Tulehu
6571,tlv,Taliabu
6572,tlw,South Wemale
6573,tlx,Khehek
6574,tly,Talysh
6575,tma,Tama (Chad)
6576,tmb,Katbol
6577,tmc,Tumak
6578,tmd,Haruai
6579,tme,Tremembé
6580,tmf,Toba-Maskoy
6581,tmg,Ternateño
6582,tmh,Tamashek
6583,tmi,Tutuba
6584,tmj,Samarokena
6585,tmk,Northwestern Tamang
6586,tml,Tamnim Citak
6587,tmm,Tai Thanh
6588,tmn,Taman (Indonesia)
6589,tmo,Temoq
6590,tmp,Tai Mène
6591,tmq,Tumleo
6592,tmr,Jewish Babylonian Aramaic (ca. 200-1200 CE)
6593,tms,Tima
6594,tmt,Tasmate
6595,tmu,Iau
6596,tmv,Tembo (Motembo)
6597,tmw,Temuan
6598,tmy,Tami
6599,tmz,Tamanaku
6600,tna,Tacana
6601,tnb,Western Tunebo
6602,tnc,Tanimuca-Retuarã
6603,tnd,Angosturas Tunebo
6604,tne,Tinoc Kallahan
6605,tng,Tobanga
6606,tnh,Maiani
6607,tni,Tandia
6608,tnk,Kwamera
6609,tnl,Lenakel
6610,tnm,Tabla
6611,tnn,North Tanna
6612,tno,Toromono
6613,tnp,Whitesands
6614,tnq,Taino
6615,tnr,Ménik
6616,tns,Tenis
6617,tnt,Tontemboan
6618,tnu,Tay Khang
6619,tnv,Tangchangya
6620,tnw,Tonsawang
6621,tnx,Tanema
6622,tny,Tongwe
6623,tnz,Ten'edn
6624,tob,Toba
6625,toc,Coyutla Totonac
6626,tod,Toma
6627,toe,Tomedes
6628,tof,Gizrra
6629,tog,Tonga (Nyasa)
6630,toh,Gitonga
6631,toi,Tonga (Zambia)
6632,toj,Tojolabal
6633,tol,Tolowa
6634,tom,Tombulu
6635,ton,Tonga (Tonga Islands)
6636,too,Xicotepec De Juárez Totonac
6637,top,Papantla Totonac
6638,toq,Toposa
6639,tor,Togbo-Vara Banda
6640,tos,Highland Totonac
6641,tou,Tho
6642,tov,Upper Taromi
6643,tow,Jemez
6644,tox,Tobian
6645,toy,Topoiyo
6646,toz,To
6647,tpa,Taupota
6648,tpc,Azoyú Me'phaa
6649,tpe,Tippera
6650,tpf,Tarpia
6651,tpg,Kula
6652,tpi,Tok Pisin
6653,tpj,Tapieté
6654,tpk,Tupinikin
6655,tpl,Tlacoapa Me'phaa
6656,tpm,Tampulma
6657,tpn,Tupinambá
6658,tpo,Tai Pao
6659,tpp,Pisaflores Tepehua
6660,tpq,Tukpa
6661,tpr,Tuparí
6662,tpt,Tlachichilco Tepehua
6663,tpu,Tampuan
6664,tpv,Tanapag
6665,tpw,Tupí
6666,tpx,Acatepec Me'phaa
6667,tpy,Trumai
6668,tpz,Tinputz
6669,tqb,Tembé
6670,tql,Lehali
6671,tqm,Turumsa
6672,tqn,Tenino
6673,tqo,Toaripi
6674,tqp,Tomoip
6675,tqq,Tunni
6676,tqr,Torona
6677,tqt,Western Totonac
6678,tqu,Touo
6679,tqw,Tonkawa
6680,tra,Tirahi
6681,trb,Terebu
6682,trc,Copala Triqui
6683,trd,Turi
6684,tre,East Tarangan
6685,trf,Trinidadian Creole English
6686,trg,Lishán Didán
6687,trh,Turaka
6688,tri,Trió
6689,trj,Toram
6690,trl,Traveller Scottish
6691,trm,Tregami
6692,trn,Trinitario
6693,tro,Tarao Naga
6694,trp,Kok Borok
6695,trq,San Martín Itunyoso Triqui
6696,trr,Taushiro
6697,trs,Chicahuaxtla Triqui
6698,trt,Tunggare
6699,tru,Turoyo
6700,trv,Taroko
6701,trw,Torwali
6702,trx,Tringgus-Sembaan Bidayuh
6703,try,Turung
6704,trz,Torá
6705,tsa,Tsaangi
6706,tsb,Tsamai
6707,tsc,Tswa
6708,tsd,Tsakonian
6709,tse,Tunisian Sign Language
6710,tsf,Southwestern Tamang
6711,tsg,Tausug
6712,tsh,Tsuvan
6713,tsi,Tsimshian
6714,tsj,Tshangla
6715,tsk,Tseku
6716,tsl,Ts'ün-Lao
6717,tsm,Turkish Sign Language
6718,tsn,Tswana
6719,tso,Tsonga
6720,tsp,Northern Toussian
6721,tsq,Thai Sign Language
6722,tsr,Akei
6723,tss,Taiwan Sign Language
6724,tst,Tondi Songway Kiini
6725,tsu,Tsou
6726,tsv,Tsogo
6727,tsw,Tsishingini
6728,tsx,Mubami
6729,tsy,Tebul Sign Language
6730,tsz,Purepecha
6731,tta,Tutelo
6732,ttb,Gaa
6733,ttc,Tektiteko
6734,ttd,Tauade
6735,tte,Bwanabwana
6736,ttf,Tuotomb
6737,ttg,Tutong
6738,tth,Upper Ta'oih
6739,tti,Tobati
6740,ttj,Tooro
6741,ttk,Totoro
6742,ttl,Totela
6743,ttm,Northern Tutchone
6744,ttn,Towei
6745,tto,Lower Ta'oih
6746,ttp,Tombelala
6747,ttq,Tawallammat Tamajaq
6748,ttr,Tera
6749,tts,Northeastern Thai
6750,ttt,Muslim Tat
6751,ttu,Torau
6752,ttv,Titan
6753,ttw,Long Wat
6754,tty,Sikaritai
6755,ttz,Tsum
6756,tua,Wiarumus
6757,tub,Tübatulabal
6758,tuc,Mutu
6759,tud,Tuxá
6760,tue,Tuyuca
6761,tuf,Central Tunebo
6762,tug,Tunia
6763,tuh,Taulil
6764,tui,Tupuri
6765,tuj,Tugutil
6766,tuk,Turkmen
6767,tul,Tula
6768,tum,Tumbuka
6769,tun,Tunica
6770,tuo,Tucano
6771,tup,Tupi languages
6772,tuq,Tedaga
6773,tur,Turkish
6774,tus,Tuscarora
6775,tut,Altaic languages
6776,tuu,Tututni
6777,tuv,Turkana
6778,tux,Tuxináwa
6779,tuy,Tugen
6780,tuz,Turka
6781,tva,Vaghua
6782,tvd,Tsuvadi
6783,tve,Te'un
6784,tvk,Southeast Ambrym
6785,tvl,Tuvalu
6786,tvm,Tela-Masbuar
6787,tvn,Tavoyan
6788,tvo,Tidore
6789,tvs,Taveta
6790,tvt,Tutsa Naga
6791,tvu,Tunen
6792,tvw,Sedoa
6793,tvy,Timor Pidgin
6794,twa,Twana
6795,twb,Western Tawbuid
6796,twc,Teshenawa
6797,twd,Twents
6798,twe,Tewa (Indonesia)
6799,twf,Northern Tiwa
6800,twg,Tereweng
6801,twh,Tai Dón
6802,twi,Twi
6803,twl,Tawara
6804,twm,Tawang Monpa
6805,twn,Twendi
6806,two,Tswapong
6807,twp,Ere
6808,twq,Tasawaq
6809,twr,Southwestern Tarahumara
6810,twt,Turiwára
6811,twu,Termanu
6812,tww,Tuwari
6813,twx,Tewe
6814,twy,Tawoyan
6815,txa,Tombonuo
6816,txb,Tokharian B
6817,txc,Tsetsaut
6818,txe,Totoli
6819,txg,Tangut
6820,txh,Thracian
6821,txi,Ikpeng
6822,txj,Tarjumo
6823,txm,Tomini
6824,txn,West Tarangan
6825,txo,Toto
6826,txq,Tii
6827,txr,Tartessian
6828,txs,Tonsea
6829,txt,Citak
6830,txu,Kayapó
6831,txx,Tatana
6832,txy,Tanosy Malagasy
6833,tya,Tauya
6834,tye,Kyanga
6835,tyh,O'du
6836,tyi,Teke-Tsaayi
6837,tyj,Tai Do
6838,tyl,Thu Lao
6839,tyn,Kombai
6840,typ,Thaypan
6841,tyr,Tai Daeng
6842,tys,Tày Sa Pa
6843,tyt,Tày Tac
6844,tyu,Kua
6845,tyv,Tuvinian
6846,tyx,Teke-Tyee
6847,tyz,Tày
6848,tza,Tanzanian Sign Language
6849,tzh,Tzeltal
6850,tzj,Tz'utujil
6851,tzl,Talossan
6852,tzm,Central Atlas Tamazight
6853,tzn,Tugun
6854,tzo,Tzotzil
6855,tzx,Tabriak
6856,uam,Uamué
6857,uan,Kuan
6858,uar,Tairuma
6859,uba,Ubang
6860,ubi,Ubi
6861,ubl,Buhi'non Bikol
6862,ubr,Ubir
6863,ubu,Umbu-Ungu
6864,uby,Ubykh
6865,uda,Uda
6866,ude,Udihe
6867,udg,Muduga
6868,udi,Udi
6869,udj,Ujir
6870,udl,Wuzlam
6871,udm,Udmurt
6872,udu,Uduk
6873,ues,Kioko
6874,ufi,Ufim
6875,uga,Ugaritic
6876,ugb,Kuku-Ugbanh
6877,uge,Ughele
6878,ugn,Ugandan Sign Language
6879,ugo,Ugong
6880,ugy,Uruguayan Sign Language
6881,uha,Uhami
6882,uhn,Damal
6883,uig,Uighur
6884,uis,Uisai
6885,uiv,Iyive
6886,uji,Tanjijili
6887,uka,Kaburi
6888,ukg,Ukuriguma
6889,ukh,Ukhwejo
6890,ukl,Ukrainian Sign Language
6891,ukp,Ukpe-Bayobiri
6892,ukq,Ukwa
6893,ukr,Ukrainian
6894,uks,Urubú-Kaapor Sign Language
6895,uku,Ukue
6896,ukw,Ukwuani-Aboh-Ndoni
6897,uky,Kuuk-Yak
6898,ula,Fungwa
6899,ulb,Ulukwumi
6900,ulc,Ulch
6901,ule,Lule
6902,ulf,Usku
6903,uli,Ulithian
6904,ulk,Meriam
6905,ull,Ullatan
6906,ulm,Ulumanda'
6907,uln,Unserdeutsch
6908,ulu,Uma' Lung
6909,ulw,Ulwa
6910,uma,Umatilla
6911,umb,Umbundu
6912,umc,Marrucinian
6913,umd,Umbindhamu
6914,umg,Umbuygamu
6915,umi,Ukit
6916,umm,Umon
6917,umn,Makyan Naga
6918,umo,Umotína
6919,ump,Umpila
6920,umr,Umbugarla
6921,ums,Pendau
6922,umu,Munsee
6923,una,North Watut
6924,une,Uneme
6925,ung,Ngarinyin
6926,unk,Enawené-Nawé
6927,unm,Unami
6928,unn,Kurnai
6929,unp,Worora
6930,unr,Mundari
6931,unu,Unubahe
6932,unx,Munda
6933,unz,Unde Kaili
6934,uok,Uokha
6935,upi,Umeda
6936,upv,Uripiv-Wala-Rano-Atchin
6937,ura,Urarina
6938,urb,Urubú-Kaapor
6939,urc,Urningangg
6940,urd,Urdu
6941,ure,Uru
6942,urf,Uradhi
6943,urg,Urigina
6944,urh,Urhobo
6945,uri,Urim
6946,urk,Urak Lawoi'
6947,url,Urali
6948,urm,Urapmin
6949,urn,Uruangnirin
6950,uro,Ura (Papua New Guinea)
6951,urp,Uru-Pa-In
6952,urr,Lehalurup
6953,urt,Urat
6954,uru,Urumi
6955,urv,Uruava
6956,urw,Sop
6957,urx,Urimo
6958,ury,Orya
6959,urz,Uru-Eu-Wau-Wau
6960,usa,Usarufa
6961,ush,Ushojo
6962,usi,Usui
6963,usk,Usaghade
6964,usp,Uspanteco
6965,usu,Uya
6966,uta,Otank
6967,ute,Ute-Southern Paiute
6968,utp,Amba (Solomon Islands)
6969,utr,Etulo
6970,utu,Utu
6971,uum,Urum
6972,uun,Kulon-Pazeh
6973,uur,Ura (Vanuatu)
6974,uuu,U
6975,uve,West Uvean
6976,uvh,Uri
6977,uvl,Lote
6978,uwa,Kuku-Uwanh
6979,uya,Doko-Uyanga
6980,uzb,Uzbek
6981,uzn,Northern Uzbek
6982,uzs,Southern Uzbek
6983,vaa,Vaagri Booli
6984,vae,Vale
6985,vaf,Vafsi
6986,vag,Vagla
6987,vah,Varhadi-Nagpuri
6988,vai,Vai
6989,vaj,Sekele
6990,val,Vehes
6991,vam,Vanimo
6992,van,Valman
6993,vao,Vao
6994,vap,Vaiphei
6995,var,Huarijio
6996,vas,Vasavi
6997,vau,Vanuma
6998,vav,Varli
6999,vay,Wayu
7000,vbb,Southeast Babar
7001,vbk,Southwestern Bontok
7002,vec,Venetian
7003,ved,Veddah
7004,vel,Veluws
7005,vem,Vemgo-Mabas
7006,ven,Venda
7007,veo,Ventureño
7008,vep,Veps
7009,ver,Mom Jango
7010,vgr,Vaghri
7011,vgt,Vlaamse Gebarentaal
7012,vic,Virgin Islands Creole English
7013,vid,Vidunda
7014,vie,Vietnamese
7015,vif,Vili
7016,vig,Viemo
7017,vil,Vilela
7018,vin,Vinza
7019,vis,Vishavan
7020,vit,Viti
7021,viv,Iduna
7022,vka,Kariyarra
7023,vki,Ija-Zuba
7024,vkj,Kujarge
7025,vkk,Kaur
7026,vkl,Kulisusu
7027,vkm,Kamakan
7028,vko,Kodeoha
7029,vkp,Korlai Creole Portuguese
7030,vkt,Tenggarong Kutai Malay
7031,vku,Kurrama
7032,vlp,Valpei
7033,vls,Vlaams
7034,vma,Martuyhunira
7035,vmb,Barbaram
7036,vmc,Juxtlahuaca Mixtec
7037,vmd,Mudu Koraga
7038,vme,East Masela
7039,vmf,Mainfränkisch
7040,vmg,Lungalunga
7041,vmh,Maraghei
7042,vmi,Miwa
7043,vmj,Ixtayutla Mixtec
7044,vmk,Makhuwa-Shirima
7045,vml,Malgana
7046,vmm,Mitlatongo Mixtec
7047,vmp,Soyaltepec Mazatec
7048,vmq,Soyaltepec Mixtec
7049,vmr,Marenje
7050,vms,Moksela
7051,vmu,Muluridyi
7052,vmv,Valley Maidu
7053,vmw,Makhuwa
7054,vmx,Tamazola Mixtec
7055,vmy,Ayautla Mazatec
7056,vmz,Mazatlán Mazatec
7057,vnk,Vano
7058,vnm,Vinmavis
7059,vnp,Vunapu
7060,vol,Volapük
7061,vor,Voro
7062,vot,Votic
7063,vra,Vera'a
7064,vro,Võro
7065,vrs,Varisi
7066,vrt,Burmbar
7067,vsi,Moldova Sign Language
7068,vsl,Venezuelan Sign Language
7069,vsv,Valencian Sign Language
7070,vto,Vitou
7071,vum,Vumbu
7072,vun,Vunjo
7073,vut,Vute
7074,vwa,Awa (China)
7075,waa,Walla Walla
7076,wab,Wab
7077,wac,Wasco-Wishram
7078,wad,Wandamen
7079,wae,Walser
7080,waf,Wakoná
7081,wag,Wa'ema
7082,wah,Watubela
7083,wai,Wares
7084,waj,Waffa
7085,wak,Wakashan languages
7086,wal,Wolaytta
7087,wam,Wampanoag
7088,wan,Wan
7089,wao,Wappo
7090,wap,Wapishana
7091,waq,Wageman
7092,war,Waray (Philippines)
7093,was,Washo
7094,wat,Kaninuwa
7095,wau,Waurá
7096,wav,Waka
7097,waw,Waiwai
7098,wax,Watam
7099,way,Wayana
7100,waz,Wampur
7101,wba,Warao
7102,wbb,Wabo
7103,wbe,Waritai
7104,wbf,Wara
7105,wbh,Wanda
7106,wbi,Vwanji
7107,wbj,Alagwa
7108,wbk,Waigali
7109,wbl,Wakhi
7110,wbm,Wa
7111,wbp,Warlpiri
7112,wbq,Waddar
7113,wbr,Wagdi
7114,wbt,Wanman
7115,wbv,Wajarri
7116,wbw,Woi
7117,wca,Yanomámi
7118,wci,Waci Gbe
7119,wdd,Wandji
7120,wdg,Wadaginam
7121,wdj,Wadjiginy
7122,wdk,Wadikali
7123,wdu,Wadjigu
7124,wdy,Wadjabangayi
7125,wea,Wewaw
7126,wec,Wè Western
7127,wed,Wedau
7128,weg,Wergaia
7129,weh,Weh
7130,wei,Kiunum
7131,wem,Weme Gbe
7132,wen,Sorbian languages
7133,weo,Wemale
7134,wep,Westphalien
7135,wer,Weri
7136,wes,Cameroon Pidgin
7137,wet,Perai
7138,weu,Rawngtu Chin
7139,wew,Wejewa
7140,wfg,Yafi
7141,wga,Wagaya
7142,wgb,Wagawaga
7143,wgg,Wangganguru
7144,wgi,Wahgi
7145,wgo,Waigeo
7146,wgu,Wirangu
7147,wgy,Warrgamay
7148,wha,Sou Upaa
7149,whg,North Wahgi
7150,whk,Wahau Kenyah
7151,whu,Wahau Kayan
7152,wib,Southern Toussian
7153,wic,Wichita
7154,wie,Wik-Epa
7155,wif,Wik-Keyangan
7156,wig,Wik-Ngathana
7157,wih,Wik-Me'anha
7158,wii,Minidien
7159,wij,Wik-Iiyanh
7160,wik,Wikalkan
7161,wil,Wilawila
7162,wim,Wik-Mungkan
7163,win,Ho-Chunk
7164,wir,Wiraféd
7165,wit,Wintu
7166,wiu,Wiru
7167,wiv,Vitu
7168,wiw,Wirangu
7169,wiy,Wiyot
7170,wja,Waja
7171,wji,Warji
7172,wka,Kw'adza
7173,wkb,Kumbaran
7174,wkd,Wakde
7175,wkl,Kalanadi
7176,wku,Kunduvadi
7177,wkw,Wakawaka
7178,wky,Wangkayutyuru
7179,wla,Walio
7180,wlc,Mwali Comorian
7181,wle,Wolane
7182,wlg,Kunbarlang
7183,wli,Waioli
7184,wlk,Wailaki
7185,wll,Wali (Sudan)
7186,wlm,Middle Welsh
7187,wln,Walloon
7188,wlo,Wolio
7189,wlr,Wailapa
7190,wls,Wallisian
7191,wlu,Wuliwuli
7192,wlv,Wichí Lhamtés Vejoz
7193,wlw,Walak
7194,wlx,Wali (Ghana)
7195,wly,Waling
7196,wma,Mawa (Nigeria)
7197,wmb,Wambaya
7198,wmc,Wamas
7199,wmd,Mamaindé
7200,wme,Wambule
7201,wmh,Waima'a
7202,wmi,Wamin
7203,wmm,Maiwa (Indonesia)
7204,wmn,Waamwang
7205,wmo,Wom (Papua New Guinea)
7206,wms,Wambon
7207,wmt,Walmajarri
7208,wmw,Mwani
7209,wmx,Womo
7210,wnb,Wanambre
7211,wnc,Wantoat
7212,wnd,Wandarang
7213,wne,Waneci
7214,wng,Wanggom
7215,wni,Ndzwani Comorian
7216,wnk,Wanukaka
7217,wnm,Wanggamala
7218,wnn,Wunumara
7219,wno,Wano
7220,wnp,Wanap
7221,wnu,Usan
7222,wnw,Wintu
7223,wny,Wanyi
7224,woa,Tyaraity
7225,wob,Wè Northern
7226,woc,Wogeo
7227,wod,Wolani
7228,woe,Woleaian
7229,wof,Gambian Wolof
7230,wog,Wogamusin
7231,woi,Kamang
7232,wok,Longto
7233,wol,Wolof
7234,wom,Wom (Nigeria)
7235,won,Wongo
7236,woo,Manombai
7237,wor,Woria
7238,wos,Hanga Hundi
7239,wow,Wawonii
7240,woy,Weyto
7241,wpc,Maco
7242,wra,Warapu
7243,wrb,Warluwara
7244,wrd,Warduji
7245,wrg,Warungu
7246,wrh,Wiradhuri
7247,wri,Wariyangga
7248,wrk,Garrwa
7249,wrl,Warlmanpa
7250,wrm,Warumungu
7251,wrn,Warnang
7252,wro,Worrorra
7253,wrp,Waropen
7254,wrr,Wardaman
7255,wrs,Waris
7256,wru,Waru
7257,wrv,Waruna
7258,wrw,Gugu Warra
7259,wrx,Wae Rana
7260,wry,Merwari
7261,wrz,Waray (Australia)
7262,wsa,Warembori
7263,wsg,Adilabad Gondi
7264,wsi,Wusi
7265,wsk,Waskia
7266,wsr,Owenia
7267,wss,Wasa
7268,wsu,Wasu
7269,wsv,Wotapuri-Katarqalai
7270,wtf,Watiwa
7271,wth,Wathawurrung
7272,wti,Berta
7273,wtk,Watakataui
7274,wtm,Mewati
7275,wtw,Wotu
7276,wua,Wikngenchera
7277,wub,Wunambal
7278,wud,Wudu
7279,wuh,Wutunhua
7280,wul,Silimo
7281,wum,Wumbvu
7282,wun,Bungu
7283,wur,Wurrugu
7284,wut,Wutung
7285,wuu,Wu Chinese
7286,wuv,Wuvulu-Aua
7287,wux,Wulna
7288,wuy,Wauyai
7289,wwa,Waama
7290,wwb,Wakabunga
7291,wwo,Wetamut
7292,wwr,Warrwa
7293,www,Wawa
7294,wxa,Waxianghua
7295,wxw,Wardandi
7296,wya,Wyandot
7297,wyb,Wangaaybuwan-Ngiyambaa
7298,wyi,Woiwurrung
7299,wym,Wymysorys
7300,wyr,Wayoró
7301,wyy,Western Fijian
7302,xaa,Andalusian Arabic
7303,xab,Sambe
7304,xac,Kachari
7305,xad,Adai
7306,xae,Aequian
7307,xag,Aghwan
7308,xai,Kaimbé
7309,xaj,Ararandewára
7310,xak,Máku
7311,xal,Kalmyk
7312,xam,/Xam
7313,xan,Xamtanga
7314,xao,Khao
7315,xap,Apalachee
7316,xaq,Aquitanian
7317,xar,Karami
7318,xas,Kamas
7319,xat,Katawixi
7320,xau,Kauwera
7321,xav,Xavánte
7322,xaw,Kawaiisu
7323,xay,Kayan Mahakam
7324,xba,Kamba (Brazil)
7325,xbb,Lower Burdekin
7326,xbc,Bactrian
7327,xbd,Bindal
7328,xbe,Bigambal
7329,xbg,Bunganditj
7330,xbi,Kombio
7331,xbj,Birrpayi
7332,xbm,Middle Breton
7333,xbn,Kenaboi
7334,xbo,Bolgarian
7335,xbp,Bibbulman
7336,xbr,Kambera
7337,xbw,Kambiwá
7338,xbx,Kabixí
7339,xby,Batyala
7340,xcb,Cumbric
7341,xcc,Camunic
7342,xce,Celtiberian
7343,xcg,Cisalpine Gaulish
7344,xch,Chemakum
7345,xcl,Classical Armenian
7346,xcm,Comecrudo
7347,xcn,Cotoname
7348,xco,Chorasmian
7349,xcr,Carian
7350,xct,Classical Tibetan
7351,xcu,Curonian
7352,xcv,Chuvantsy
7353,xcw,Coahuilteco
7354,xcy,Cayuse
7355,xda,Darkinyung
7356,xdc,Dacian
7357,xdk,Dharuk
7358,xdm,Edomite
7359,xdy,Malayic Dayak
7360,xeb,Eblan
7361,xed,Hdi
7362,xeg,//Xegwi
7363,xel,Kelo
7364,xem,Kembayan
7365,xep,Epi-Olmec
7366,xer,Xerénte
7367,xes,Kesawai
7368,xet,Xetá
7369,xeu,Keoru-Ahia
7370,xfa,Faliscan
7371,xga,Galatian
7372,xgb,Gbin
7373,xgd,Gudang
7374,xgf,Gabrielino-Fernandeño
7375,xgg,Goreng
7376,xgi,Garingbal
7377,xgl,Galindan
7378,xgm,Dharumbal
7379,xgr,Garza
7380,xgu,Unggumi
7381,xgw,Guwa
7382,xha,Harami
7383,xhc,Hunnic
7384,xhd,Hadrami
7385,xhe,Khetrani
7386,xho,Xhosa
7387,xhr,Hernican
7388,xht,Hattic
7389,xhu,Hurrian
7390,xhv,Khua
7391,xia,Xiandao
7392,xib,Iberian
7393,xii,Xiri
7394,xil,Illyrian
7395,xin,Xinca
7396,xip,Xipináwa
7397,xir,Xiriâna
7398,xis,Kisan
7399,xiv,Indus Valley Language
7400,xiy,Xipaya
7401,xjb,Minjungbal
7402,xjt,Jaitmatang
7403,xka,Kalkoti
7404,xkb,Northern Nago
7405,xkc,Kho'ini
7406,xkd,Mendalam Kayan
7407,xke,Kereho
7408,xkf,Khengkha
7409,xkg,Kagoro
7410,xkh,Karahawyana
7411,xki,Kenyan Sign Language
7412,xkj,Kajali
7413,xkk,Kaco'
7414,xkl,Mainstream Kenyah
7415,xkn,Kayan River Kayan
7416,xko,Kiorr
7417,xkp,Kabatei
7418,xkq,Koroni
7419,xkr,Xakriabá
7420,xks,Kumbewaha
7421,xkt,Kantosi
7422,xku,Kaamba
7423,xkv,Kgalagadi
7424,xkw,Kembra
7425,xkx,Karore
7426,xky,Uma' Lasan
7427,xkz,Kurtokha
7428,xla,Kamula
7429,xlb,Loup B
7430,xlc,Lycian
7431,xld,Lydian
7432,xle,Lemnian
7433,xlg,Ligurian (Ancient)
7434,xli,Liburnian
7435,xln,Alanic
7436,xlo,Loup A
7437,xlp,Lepontic
7438,xls,Lusitanian
7439,xlu,Cuneiform Luwian
7440,xly,Elymian
7441,xma,Mushungulu
7442,xmb,Mbonga
7443,xmc,Makhuwa-Marrevone
7444,xmd,Mbudum
7445,xme,Median
7446,xmf,Mingrelian
7447,xmg,Mengaka
7448,xmh,Kuku-Muminh
7449,xmj,Majera
7450,xmk,Ancient Macedonian
7451,xml,Malaysian Sign Language
