,SSYK 2012 kod,Yrkesbenämning
6606,7420,"Servicemontör, el-tele"
6607,7420,"Servicemontör, hushållsmaskiner"
6608,7233,"Servicemontör, industrimaskiner"
6609,7125,"Servicemontör, VVS"
6610,xxxx,Servicereparatör (se Servicetekniker)
6611,3339,"Servicerådgivare, bilverkstad"
6612,7420,"Servicetekniker, automationstekniker"
6613,7233,"Servicetekniker, brandredskap"
6614,7420,"Servicetekniker, data"
6615,7413,"Servicetekniker, elkraft"
6616,7420,"Servicetekniker, el-tele"
6617,7125,"Servicetekniker, gas, gasol"
6618,7311,"Servicetekniker, handikapphjälpmedel"
6619,7412,"Servicetekniker, hissar"
6620,7420,"Servicetekniker, hushållsmaskiner"
6621,7420,"Servicetekniker, kontorsmaskiner"
6622,9629,"Servicetekniker, källvattenautomater"
6623,7134,"Servicetekniker, kärnkraft"
6624,7233,"Servicetekniker, livflottar"
6625,7231,"Servicetekniker, motorfordon"
6626,7311,"Servicetekniker, sjukhussängar"
6627,9111,"Servicetekniker, städning"
6628,7233,"Servicetekniker, tappkranar"
6629,7420,"Servicetekniker, telefoner"
6630,7233,"Servicetekniker, tåg"
6631,7125,"Servicetekniker, vattenkraft"
6632,7125,"Servicetekniker, ventilation"
6633,7233,"Servicetekniker, vindkraftverk"
6634,5131,Servitris
6635,5131,Servitör
6636,2359,SFI-lärare 
6637,3230,Shiatsuterapeut
6638,4323,Shippingman
6639,5221,Shop Controller
6640,2653,Showdansare
6641,7321,Sidgrafiker
6642,3113,Signalingenjör
6643,7420,Signalmontör
6644,7420,Signalmästare
6645,3113,Signalprojektör
6646,7420,Signalreparatör
6647,3113,"Signaltekniker, försvaret"
6648,7420,"Signaltekniker, järnväg"
6649,5419,Signalvakt
6650,7322,Silkdukstryckare
6651,7322,Silkscreentryckare
6652,8163,Siloarbetare
6653,8163,Silooperatör
6654,7312,Silversmed
6655,7312,Silvervaruarbetare
6656,1741,"Simhallsföreståndare, funktions- eller mellanchef"
6657,1742,"Simhallsföreståndare, verksamhetsnära chef"
6658,5419,Simhallsvakt
6659,3422,Simhoppsinstruktör
6660,3422,Siminstruktör
6661,3422,"Simlärare, friskvård"
6662,3422,"Simskollärare, friskvård"
6663,3422,Simtränare
6664,8193,Sinterblandare
6665,8193,Sinterbrännare
6666,8193,Sintrare
6667,2272,Sjukgymnast
6668,5349,Sjukgymnastassistent
6669,5349,Sjukgymnastbiträde
6670,1512,"Sjukhemschef, verksamhetsnära chef"
6671,1511,"Sjukhemschef, funktions- eller mellanchef"
6672,2281,Sjukhusapotekare
6673,2622,Sjukhusbibliotekarie
6674,1120,Sjukhuschef
6675,2672,Sjukhusdiakon
6676,1120,Sjukhusdirektör
6677,3431,Sjukhusfotograf
6678,2111,Sjukhusfysiker
6679,2131,Sjukhusgenetiker
6680,3211,Sjukhusingenjör
6681,2113,Sjukhuskemist
6682,2662,Sjukhuskurator
6683,2671,Sjukhuspräst
6684,9111,Sjukhusstädare
6685,2260,Sjukhustandläkare
6686,5350,Sjukhustandsköterska
6687,3214,Sjukhustandtekniker
6688,3211,Sjukhustekniker
6689,9622,Sjukhusvaktmästare
6690,4225,Sjukhusvärd
6691,3353,"Sjukkontrollant, försäkringskassa"
6692,xxxx,Sjukskötare (se Sjuksköterska)
6693,2234,Sjuksköterska rehabilitering
6694,2226,"Sjuksköterska, akutmottagning"
6695,2221,"Sjuksköterska, allergi"
6696,2223,"Sjuksköterska, anestesi"
6697,2221,"Sjuksköterska, astma"
6698,1511,"Sjuksköterska, avdelningsföreståndare/-chef, funktions- eller mellanchef"
6699,1512,"Sjuksköterska, avdelningsföreståndare/-chef, verksamhetsnära chef"
6700,2232,"Sjuksköterska, barnavårdscentral"
6701,2221,"Sjuksköterska, diabetes"
6702,2235,"Sjuksköterska, diagnostisk radiologi"
6703,2221,"Sjuksköterska, dialys"
6704,2224,"Sjuksköterska, distrikts-"
6705,2234,"Sjuksköterska, företagshälsovård"
6706,2227,"Sjuksköterska, geriatrik"
6707,2221,"Sjuksköterska, hemsjukvård"
6708,2221,"Sjuksköterska, hypertoni"
6709,2221,"Sjuksköterska, infektion"
6710,2228,"Sjuksköterska, IVA"
6711,2221,"Sjuksköterska, kirurgi"
6712,2221,"Sjuksköterska, medicin"
6713,2223,"Sjuksköterska, narkos"
6714,2239,"Sjuksköterska, onkologi"
6715,2231,"Sjuksköterska, operation"
6716,2221,"Sjuksköterska, ortopedi"
6717,2221,"Sjuksköterska, ospec"
6718,2221,"Sjuksköterska, ospec, primärvård "
6719,2221,"Sjuksköterska, ospec, vårdcentral "
6720,2239,"Sjuksköterska, palliativ vård"
6721,2225,"Sjuksköterska, psykiatrisk vård"
6722,2235,"Sjuksköterska, röntgen"
6723,2227,"Sjuksköterska, äldresjukvård"
6724,2239,"Sjuksköterska, ögonsjukvård"
6725,5326,"Sjukvårdare, ambulansförare"
6726,5330,Sjukvårdsbiträde
6727,1112,Sjukvårdsdirektör
6728,1511,"Sjukvårdsföreståndare, funktions- eller mellanchef"
6729,1512,"Sjukvårdsföreståndare, verksamhetsnära chef"
6730,2320,Sjukvårdslärare
6731,2643,Sjukvårdstolk
6732,5414,Sjöbevakningsassistent
6733,5413,Sjöfartskontrollant
6734,2613,Sjöfiskal
6735,3151,Sjöingenjör
6736,3152,Sjökapten
6737,8350,"Sjöman, ospec"
6738,2671,Sjömanspräst
6739,3151,Sjömaskinist
6740,5414,Sjöräddningsledare
6741,3314,"Skadebesiktningsman, försäkring"
6742,7134,Skadedjursinspektör
6743,7134,Skadedjurssanerare
6744,7134,Skadedjurstekniker
6745,3314,"Skadeingenjör, försäkring"
6746,3314,"Skadeinspektör, försäkring"
6747,3314,Skadereglerare
6748,7214,"Skadereparatör, bilplåt"
6749,7134,Skadesanerare
6750,3314,"Skadetekniker, försäkringsbolag"
6751,7214,"Skadetekniker, reparation"
6752,2641,Skald
6753,7223,Skalsvarvare
6754,7321,Skanneroperatör
6755,3521,Skannertekniker
6756,8350,"Skansman, järnvägsfärja"
6757,3352,Skatteaspirant
6758,4119,Skatteassistent
6759,1591,"Skattedirektör, funktions- eller mellanchef"
6760,1592,"Skattedirektör, verksamhetsnära chef"
6761,2422,"Skattehandläggare, specialistkompetens"
6762,3352,"Skattehandläggare, övrig"
6763,2619,Skatteintendent 
6764,2615,Skattejurist
6765,2411,Skatterevisor
6766,3152,Skeppare
6767,4323,Skeppningsassistent
6768,3331,Skeppningschef
6769,4323,Skeppningskontorist
6770,3331,Skeppningsplanerare
6771,3114,Skeppsingenjör
6772,3331,Skeppsklarerare
6773,5120,Skeppskock
6774,3331,Skeppsmäklare
6775,3354,Skeppsmätare
6776,1792,"Skeppsredare, verksamhetsnära chef"
6777,1120,"Skeppsredare,  med chefshierarki"
6778,8350,Skeppstimmerman
6779,5113,Skidguide
6780,3422,Skidinstruktör
6781,8343,Skidliftskötare
6782,3422,"Skidlärare, friskvård"
6783,5419,Skidpatrullör
6784,3422,Skidtränare
6785,5226,Skiduthyrare
6786,8111,Skifferarbetare
6787,8111,Skifferbrottarbetare
6788,xxxx,Skiftledare (SSYK klassificeras som underställd personal)
6789,8173,Skiktträarbetare
6790,7534,Skinnberedare
6791,8159,Skinnfärgare
6792,8129,Skivställare
6793,8115,"Skjutare, bergsprängning"
6794,8115,"Skjutare, gruva"
6795,8159,Skoarbetare
6796,8159,Skoavsynare
6797,2179,Skodesigner
6798,5223,Skoförsäljare
6799,8341,"Skogsarbetare, maskinförare"
6800,9210,"Skogsarbetare, plantering "
6801,6210,"Skogsarbetare, röjning"
6802,6210,"Skogsarbetare, övrig "
6803,8341,"Skogsavverkare, maskinförare"
6804,6210,"Skogsavverkare, skogshuggare"
6805,6210,Skogsbefäl
6806,2132,Skogsbiolog
6807,6210,Skogsbrukare
6808,6210,Skogsbruksarbetare
6809,2135,Skogsbruksforskare
6810,2320,Skogsbruksinstruktör
6811,2320,Skogsbrukslärare
6812,2135,Skogsbruksrådgivare
6813,1380,"Skogschef, mindre företag"
6814,1380,"Skogschef, stort eller medelstort företag"
6815,8341,Skogsentreprenör
6816,2135,"Skogsfaktor, förvaltning"
6817,1380,Skogsförvaltare
6818,6210,Skogshuggare
6819,xxxx,Skogsingenjör (se resp. yrke)
6820,2135,Skogsinspektor
6821,2135,Skogsinspektör
6822,2135,Skogsinventerare
6823,2135,Skogskonsulent
6824,8341,Skogsmaskinförare
6825,7231,Skogsmaskinmekaniker
6826,2135,"Skogsmästare, rådgivning"
6827,xxxx,"Skogsmästare, övrig (se resp. yrke)"
6828,2135,Skogsplanläggare
6829,9210,Skogsplantör
6830,6210,Skogsrättare
6831,6210,Skogsröjare
6832,2135,Skogstekniker
6833,8341,Skogstraktorförare
6834,8332,Skogstransportförare
6835,2135,Skogsvetare
6836,6210,Skogsvårdsarbetare
6837,2135,Skogsvårdsassistent
6838,1380,Skogsvårdschef
6839,2135,Skogsvårdskonsulent
6840,6210,"Skogvaktare, arbetsledare"
6841,2135,"Skogvaktare, förvaltning"
6842,4116,Skolassistent
6843,3452,Skolbespisningsföreståndare
6844,2622,Skolbibliotekarie
6845,8331,Skolbussförare
6846,1411,"Skolchef, funktions- eller mellanchef"
6847,1411,"Skoldirektör, funktions- eller mellanchef"
6848,3431,Skolfotograf
6849,1412,"Skolföreståndare, verksamhetsnära chef"
6850,1411,"Skolföreståndare, funktions- eller mellanchef"
6851,2351,Skolinspektör
6852,3335,Skolintendent
6853,2411,Skolkamrer
6854,4116,Skolkanslist
6855,2652,Skolkantor
6856,2351,Skolkonsulent
6857,2662,Skolkurator
6858,9412,Skolköksbiträde
6859,1411,"Skolledare, funktions- eller mellanchef"
6860,1412,"Skolledare, verksamhetsnära chef"
6861,2211,Skolläkare
6862,9412,Skolmåltidsbiträde
6863,3452,Skolmåltidsföreståndare
6864,2671,Skolpräst
6865,2241,Skolpsykolog
6866,3359,"Skolsekreterare, administrativ assistent"
6867,2422,"Skolsekreterare, handläggare"
6868,2233,Skolsköterska
6869,5152,Skolvaktmästare
6870,5312,Skolvärd
6871,2211,Skolöverläkare
6872,7534,Skomakare
6873,2179,Skomodellör
6874,9120,Skoputsare
6875,7534,Skoreparatör
6876,7133,Skorstensfejare
6877,7133,Skorstensfejarmästare
6878,7133,Skorstensfejartekniker
6879,7133,Skorstensfejarverkmästare
6880,7119,Skorstensinstallatör
6881,7119,Skorstensmontör
6882,7112,Skorstensmurare
6883,7119,Skorstensreparatör
6884,7119,Skorstenstätare
6885,8341,"Skotarförare, skogsbruk"
6886,8329,Skoterförare
6887,2642,Skribent
6888,9629,Skrivningsvakt
6889,9629,Skrivvakt
6890,8111,"Skrotare, gruva"
6891,8193,"Skrotfraktare, stålverk"
6892,8193,"Skrotkrossare, stålverk"
6893,8193,"Skrotvägare, stålverk"
6894,8142,"Skrovbyggare, plast"
6895,7522,"Skrovbyggare, trä"
6896,8112,"Skrädare, malm"
6897,7531,Skräddare
6898,4212,Skuldsaneringshandläggare
6899,2651,Skulpturkonservator
6900,2651,Skulptör
6901,8141,Skumgummiarbetare
6902,8142,Skumplastarbetare
6903,8111,Skutborrare
6904,8111,"Skyddsarbetare, gruva"
6905,2661,Skyddsassistent
6906,2181,Skyddsingenjör
6907,2661,Skyddskonsulent
6908,4430,Skyddsombud
6909,4430,"Skyddsombud, förtroendevald"
6910,3355,Skyddsrumsinspektör
6911,5413,Skyddsvakt
6912,7319,Skyltgravör
6913,7411,"Skyltmontör, elskyltar"
6914,7114,"Skyltmontör, trafikskyltar"
6915,7119,"Skyltmontör, övrigt"
6916,7319,Skyltmålare
6917,7319,"Skylttillverkare, hantverk"
6918,7223,"Skylttillverkare, metall, maskin"
6919,2655,Skådespelare
6920,8329,Skåpbilschaufför
6921,7221,Skäggare
6922,8193,Skänkskötare
6923,7323,"Skärare, bokbinderi"
6924,7319,"Skärare, glasbruk"
6925,8172,"Skärare, papper"
6926,8143,"Skärare, pappersvaruindustri"
6927,7531,"Skärare, pälsvaror"
6928,8159,"Skärare, skor"
6929,7212,"Skärare, svets"
6930,8169,"Skärmaskinist, sockerindustri"
6931,7224,Skärpslipare
6932,7224,Skärslipare
6933,5149,Skönhetsterapeut
6934,5149,Skönhetsvårdare
6935,5149,Skönhetsvårdsassistent
6936,8341,"Skördarförare, skogsbruk"
6937,9210,Skördearbetare
6938,6121,"Skötare, häst"
6939,5341,"Skötare, mentalvård"
6940,5341,"Skötare, ospec"
6941,5341,"Skötare, psykiatrisk vård"
6942,8114,Slaggblåsare
6943,7212,Slaglödare
6944,2652,Slagverkare
6945,7611,Slaktare
6946,3122,Slaktchef
6947,7611,Slakteriarbetare
6948,7611,Slaktmästare
6949,8332,Slamsugare
6950,7319,"Slipare, glas"
6951,7224,"Slipare, metall"
6952,7223,"Slipare, NC/CNC-maskin"
6953,7523,"Slipare, snickeri"
6954,8114,"Slipare, sten"
6955,7224,"Slipare, stål"
6956,7224,"Slipare, stålverk"
6957,8173,"Slipare, träsliperi"
6958,8189,Slipmaterialarbetare
6959,8189,Slipskiveformare
6960,8189,Slipverktygsarbetare
6961,8189,Slipverktygsoperatör
6962,8189,Slipverktygstillverkare
6963,3335,Slottsfogde
6964,3335,Slottsuppsyningsman
6965,5413,Slottsvakt
6966,5413,Slottsväbel
6967,3411,Slumsyster
6968,9320,"Slungrensare, metall"
6969,8343,Slussmaskinist
6970,4323,Slussvakt
6971,7319,"Slöjdare, textil"
6972,7319,"Slöjdare, trä"
6973,3449,Slöjdkonsulent
6974,2341,"Slöjdlärare, grundskola"
6975,2330,"Slöjdlärare, gymnasieskola"
6976,3449,"Slöjdlärare, kursverksamhet"
6977,7221,Smed
6978,2651,"Smed, konst-"
6979,7311,"Smed, lås"
6980,7221,Smidesmekaniker
6981,7223,Smidesoperatör
6982,5149,Sminkör
6983,5149,Sminkös
6984,6122,Smådjursskötare
6985,8193,"Smältare, elektrostålugn"
6986,8189,"Smältare, glas"
6987,8193,"Smältare, kaldoverk"
6988,8193,"Smältare, processoperatör"
6989,8193,"Smältare, stålverk"
6990,8193,Smältraffinerare
6991,8189,Smärgelduksarbetare
6992,7224,Smärglare
6993,2221,Smärtsjuksköterska
6994,9412,Smörgåsberedare
6995,9412,Smörgåsnisse
6996,9320,Smörjare
6997,3115,Smörmästare
6998,5230,Snabbköpskassör
6999,7231,"Snabbservicemekaniker, bilverkstad"
7000,7111,"Snickare, byggnads-"
7001,7522,"Snickare, inrednings-"
7002,7522,"Snickare, möbel-"
7003,7522,"Snickare, ospec"
7004,7522,"Snickeriarbetare, emballage"
7005,7522,"Snickeriarbetare, inredning"
7006,7523,"Snickeriarbetare, maskinoperatör"
7007,7523,Snickerimaskinskötare
7008,3422,"Snowboardinstruktör, friskvård"
7009,3422,Snowboardtränare
7010,8169,Snusarbetare
7011,9629,Snöläggare
7012,8159,Snörmakare
7013,8342,"Snöröjare, maskin"
7014,9610,Snöskottare
7015,8342,Snötillverkare
7016,2623,Socialantropolog
7017,3353,Socialassistent
7018,3353,Socialbidragshandläggare
7019,1230,Socialchef
7020,1230,Socialdirektör
7021,2619,Socialförsäkringsombud
7022,3353,Socialförsäkringstjänsteman
7023,2661,Socialinspektör
7024,2411,Socialkamrer
7025,2661,"Socialkonsulent, Länsstyrelsen"
7026,2662,Socialkurator
7027,2211,Socialläkare
7028,2211,Socialmedicinare
7029,3411,Socialpedagog 
7030,2661,Socialrådgivare
7031,2661,Socialsekreterare
7032,2623,"Sociolog, forskare"
7033,2661,"Socionom, ospec"
7034,3411,Socioterapeut
7035,7612,Sockerbagare
7036,8169,Sockerberedare
7037,8169,Sockerbruksarbetare
7038,8169,Sockerkokare
7039,8171,Sodabrännare
7040,8171,Sodahusoperatör
7041,3353,Softhandläggare
7042,2512,Softwaredesigner
7043,5226,Solarieföreståndare
7044,5226,Solarievärd
7045,0310,"Soldat, armen"
7046,0310,"Soldat, flygvapnet"
7047,0310,"Soldat, sjömän, marinen"
7048,3411,SoL-handläggare
7049,8159,Solvare
7050,5131,Sommelier
7051,8332,Sopbilsförare
7052,9610,Sophämtare
7053,8342,Sopmaskinförare
7054,9610,Sopsorterare
7055,9610,Sopstationsarbetare
7056,8332,Sopåkare
7057,8189,"Sorterare, glas, keramik"
7058,7224,"Sorterare, metallprodukter"
7059,4420,"Sorterare, post"
7060,8173,"Sorterare, träfiberindustri"
7061,8112,Sorteringsverksskötare
7062,5414,SOS-operatör
7063,7133,Sotare
7064,3451,Souschef
7065,8112,"Sovringsarbetare, malmanrikning"
7066,3339,Space manager
7067,7534,"Spaltmästare, garveri"
7068,8163,Spannmålsarbetare
7069,2134,Spannmålskonsulent
7070,8163,Spannmålstorkare
7071,8151,Spannramsförare
7072,5149,Spa-terapeut
7073,3439,Speaker
7074,2211,Specialistläkare
7075,0210,"Specialistofficer, armen"
7076,0210,"Specialistofficer, flygvapnet"
7077,0210,"Specialistofficer, sjömän, marinen"
7078,2260,Specialisttandläkare
7079,5120,Specialkock
7080,2351,"Speciallärare, döva"
7081,2351,"Speciallärare, grundskola"
7082,2351,"Speciallärare, grundsärskola"
7083,2351,"Speciallärare, gymnasieskola"
7084,2351,"Speciallärare, gymnasiesärskola"
7085,2351,"Speciallärare, hörsel"
7086,2351,"Speciallärare, synskadade"
7087,2351,"Speciallärare, träningsskola"
7088,2284,Specialoptiker
7089,2351,"Specialpedagog, hörsel"
7090,2351,"Specialpedagog, lekotek"
7091,2351,"Specialpedagog, lekterapi"
7092,2351,"Specialpedagog, skola"
7093,2351,"Specialpedagog, synskadade"
7094,2351,"Specialpedagog, tal och språk"
7095,8332,Specialtransportförare
7096,4323,Speditionsarbetare
7097,4323,Speditionsassistent
7098,1321,"Speditionschef, funktions- eller mellanchef"
7099,1322,"Speditionschef, verksamhetsnära chef"
7100,3331,Speditionsförman
7101,3331,Speditionshandläggare
7102,4323,Speditionskontorist
7103,3331,Speditör
7104,3331,"Speditör, logistiker"
7105,9629,Spelautomatskötare
7106,4211,Spelhallsfunktionär
7107,5413,Spelhallsvakt
7108,4211,Spelledare
7109,2652,Spelman
7110,8343,Spelskötare
7111,9629,"Spelskötare, nöjespark"
7112,3411,Spelterapeut
7113,2513,"Spelutvecklare, IT"
7114,7523,"Spikare, trähustillverkning"
7115,8129,Spikklippare
7116,8129,Spikmaskinskötare
7117,8129,Spikställare
7118,8159,Spinnare
7119,3422,Spinninginstruktör
7120,8159,Spinnmaskinoperatör
7121,8159,Spinnmaskinskötare
7122,8159,Spinnmaskinställare
7123,9412,Spisbiträde
7124,8163,Spisbrödsarbetare
7125,7215,"Splitsare, kabel"
7126,8159,"Splitsare, textil"
7127,8129,"Spolare, metall"
7128,8159,"Spolare, textilindustri"
7129,8332,Spolbilsförare
7130,8212,"Spollindare, svagström"
7131,3339,"Sponsoransvarig, idrottsförening"
7132,3339,Sportagent
7133,1742,"Sportanläggningschef, verksamhetsnära chef"
7134,1741,"Sportanläggningschef, funktions- eller mellanchef"
7135,3422,Sportchef
7136,5113,Sportfiskecampassistent
7137,1741,"Sporthallsföreståndare, funktions- eller mellanchef"
7138,1742,"Sporthallsföreståndare, verksamhetsnära chef"
7139,4225,Sporthallsreceptionist
7140,5152,Sporthallsvaktmästare
7141,4225,Sporthallsvärd
7142,2642,Sportjournalist
7143,3422,Sportledare
7144,2642,Sportreporter
7145,8132,"Sprayare, kemisk industri"
7146,7125,Sprinklerinstallatör
7147,7125,Sprinklermontör
7148,8169,Spritberedare
7149,8192,"Spritdestillatör, kemi"
7150,5230,Spritkassör
7151,8141,"Spritsmaskinskötare, gummi"
7152,7123,Sprutisolerare
7153,7132,"Sprutlackerare, hantverk"
7154,7132,"Sprutlackerare, maskin"
7155,7132,Sprutmålare
7156,8141,"Sprutoperatör, gummi"
7157,2643,Språkforskare
7158,2643,Språkgranskare
7159,2643,Språkkonsult
7160,2643,Språkteknolog
7161,2643,Språkvetare
7162,8132,Sprängämnesarbetare
7163,3112,Spåringenjör
7164,7114,"Spårläggare, järnväg"
7165,7212,Spårsvetsare
7166,3112,Spårtekniker
7167,8331,Spårvagnsförare
7168,5112,Spårvagnskonduktör
7169,5419,Spårvakt
7170,5112,Spärrexpeditör
7171,5112,Spärrvakt
7172,3111,SQE Supplier Quality Engineer
7173,2352,SSA-sekreterare
7174,9320,"Stabbläggare, brädgård"
7175,2423,Stabskonsulent
7176,2112,Stabsmeteorolog
7177,0110,Stabsofficer
7178,2615,Stadsadvokat
7179,2621,Stadsantikvarie
7180,2163,Stadsarkitekt
7181,1591,"Stadsarkivarie, funktions- eller mellanchef"
7182,1592,"Stadsarkivarie, verksamhetsnära chef"
7183,2622,Stadsbibliotekarie
7184,8329,"Stadsbud, bilförare"
7185,9332,"Stadsbud, övrig"
7186,1341,"Stadsbyggnadschef, funktions- eller mellanchef"
7187,1342,"Stadsbyggnadschef, verksamhetsnära chef"
7188,1341,"Stadsbyggnadsdirektör, funktions- eller mellanchef"
7189,1342,"Stadsbyggnadsdirektör, verksamhetsnära chef"
7190,1112,Stadsdelsdirektör
7191,1112,Stadsdirektör
7192,2613,Stadsfiskal
7193,3112,Stadsingenjör
7194,2615,Stadsjurist
7195,2411,Stadskamrerare
7196,2615,Stadsnotarie
7197,2615,Stadsombudsman
7198,2163,Stadsplanearkitekt
7199,2163,Stadsplaneingenjör
7200,2163,Stadsplanerare
7201,2411,Stadsrevisor
7202,2615,Stadssekreterare
7203,1380,Stadsträdgårdsmästare
7204,2250,Stadsveterinär
7205,2651,Stafflimålare
7206,6121,Stallchef
7207,6121,Stallförman
7208,9210,Stallman
7209,9210,Stallskötare
7210,2143,"Standardiseringsingenjör, elkraft"
7211,2149,"Standardiseringsingenjör, övrig"
7212,3439,Stand-up-komiker
7213,4119,"Stansare, dataregistrering"
7214,8143,"Stansare, pappersvaruindustri"
7215,8173,"Stansare, skiktträ"
7216,8159,"Stansare, skor"
7217,7214,"Stansare, tunnplåt"
7218,7319,Stansgravör
7219,7222,Stansmakare
7220,4119,Stansoperatör
7221,9320,Stapelläggare
7222,7411,Starkströmselektriker
7223,3155,Startmästare
7224,4221,"Stationsassistent, flyg"
7225,1791,"Stationschef, bilbesiktning, funktions- eller mellanchef"
7226,1792,"Stationschef, bilbesiktning, verksamhetsnära chef"
7227,1321,"Stationschef, flyg, funktions- eller mellanchef"
7228,1322,"Stationschef, flyg, verksamhetsnära chef"
7229,5112,Stationsexpeditör
7230,4323,"Stationsföreståndare, järnväg"
7231,4323,"Stationsföreståndare, vägtrafik"
7232,7232,Stationsmekaniker
7233,7413,"Stationsmontör, elkraft"
7234,8191,"Stationsmontör, övrig"
7235,1321,"Stationsmästare, järnväg, funktions- eller mellanchef"
7236,1322,"Stationsmästare, järnväg, verksamhetsnära chef"
7237,8191,"Stationstekniker, elkraft"
7238,3114,"Stationstekniker, kärnkraftverk"
7239,5112,"Stationsvärd, pendeltåg, T-bana"
7240,5413,Stationär väktare
7241,3439,Statist
7242,4119,Statistikassistent
7243,2122,Statistiker
7244,2122,Statistikkonsult
7245,4119,Statistikkontorist
7246,1112,Statsheraldiker
7247,2114,Statshydrolog
7248,2422,Statsinspektör
7249,2112,Statsmeteorolog
7250,1111,Statsråd
7251,1111,Statssekreterare
7252,2623,Statsvetare
7253,2613,Statsåklagare
7254,3422,Stavgångsinstruktör
7255,3422,Stavgångsledare
7256,8116,Stenarbetare
7257,8116,Stenbildhuggare
7258,8111,"Stenborrare, gruva"
7259,8111,"Stenborrare, stenbrott"
7260,8111,Stenbrottsarbetare
7261,8111,Stenbrytare
7262,8116,Stengravör
7263,8116,Stenhuggare
7264,8116,Stenkilare
7265,8112,Stenkrosskötare
7266,8112,Stenkrossmaskinist
7267,8112,Stenkrossmatare
7268,8114,Stenmaskinskötare
7269,7112,Stenmontör
7270,4119,Stenograf
7271,8114,Stenslipare
7272,8114,Stensvarvare
7273,8114,Stensågare
7274,7114,Stensättare
7275,3117,Stereoingenjör
7276,3117,Stereooperatör
7277,3117,Stereotekniker
7278,7321,Stereotypör
7279,5349,Sterilbiträde
7280,8161,"Steriliserare, konservering"
7281,5323,"Steriltekniker, undersköterska"
7282,5120,"Steward, kock"
7283,5111,"Steward, trafikflyg"
7284,5111,"Stewardess, trafikflyg"
7285,7224,"Stickare, metall"
7286,8159,"Stickare, textilindustri"
7287,8159,Stickmaskinställare
7288,2671,Stiftsadjunkt
7289,2672,Stiftsdiakon
7290,2619,Stiftsjurist
7291,1380,Stiftsjägmästare
7292,3423,Stiftskonsulent
7293,2619,Stiftsnotarie
7294,2619,Stiftssekreterare
7295,8111,Stigortsdrivare
7296,3431,Stillbildsfotograf
7297,2212,ST-läkare
7298,2221,Stomisjuksköterska
7299,2221,Stomiterapeut
7300,7533,Stoppmöbelarbetare
7301,3452,Storhushållsföreståndare
7302,3119,Storkökskonsult
7303,5222,Stormarknadsbiträde
7304,5419,Strandvakt
7305,3230,Stresshanteringsterapeut
7306,3230,Stressterapeut
7307,8193,"Strippare, stålverk"
7308,8193,Stripperkranförare
7309,8111,"Strossbrytare, gruva"
7310,2113,Strukturkemist
7311,8159,Strumpformare
7312,8159,Strumpsorterare
7313,8159,Strumpsömmare
7314,6121,Strutsuppfödare
7315,9120,Strykare
7316,2111,Strålningsfysiker
7317,2111,Strålskyddsfysiker
7318,2182,Strålskyddsingenjör
7319,2111,Strålskyddsinspektör
7320,3354,Strålskyddstekniker
7321,8159,Sträckmaskinskötare
7322,8193,"Stränggjutare, stålverk"
7323,7319,Stränginstrumentmakare
7324,8129,"Strängpressare, metall"
7325,8142,"Strängsprutare, plast"
7326,8173,Strömaskinskötare
7327,2260,ST-tandläkare
7328,7112,Stuckatör
7329,4430,Studentambassadör
7330,2671,Studentpräst
7331,2352,Studie- och yrkesvägledare
7332,3359,Studieadministratör
7333,3359,Studieassistent
7334,3449,Studiecirkelledare
7335,2351,Studieinstruktör
7336,3359,Studiekonsulent
7337,3449,Studieledare
7338,3359,Studieorganisatör
7339,1412,"Studierektor, verksamhetsnära chef"
7340,3359,Studiesekreterare
7341,3359,Studiestödsutredare
7342,2352,Studievägledare
7343,7411,Studioelektriker
7344,3433,Studioman
7345,2642,Studioreporter
7346,3521,Studiotekniker
7347,4225,Studiovärd
7348,4224,Stugfogde
7349,5226,Stuguthyrare
7350,4224,Stugvärd
7351,3522,Stuntkoordinator
7352,3439,Stuntman
7353,6121,Stuteriarbetare
7354,9331,Stuvare
7355,8344,"Stuveriarbetare, truckförare"
7356,9331,"Stuveriarbetare, övrigt"
7357,7611,Styckare
7358,7611,Styckmästare
7359,8151,Styckrullare
7360,5141,"Stylist, hår"
7361,3432,"Stylist, inredning"
7362,5149,"Stylist, make up"
7363,3113,Styr- och regleringenjör
7364,7420,Styr- och reglermekaniker
7365,7420,Styr- och reglertekniker
7366,4430,"Styrelseledamot, förening"
7367,2419,"Styrelseledamot, företag"
7368,2422,"Styrelseledamot, organisation"
7369,2422,"Styrelseledamot, staten"
7370,4430,"Styrelseordförande, förening"
7371,2419,"Styrelseordförande,  företag, utan chefshierarki"
7372,1113,"Styrelseordförande, organisation"
7373,1112,"Styrelseordförande, staten"
7374,1120,"Styrelseordförande,  företag, med chefshierarki"
7375,3422,Styrkeinstruktör
7376,3152,"Styrman, fartyg"
7377,3153,"Styrman, flyg"
7378,7215,Stålbyggare
7379,7319,"Stålgravör, skyltar m.m."
7380,7321,"Stålgravör, tryckmedier"
7381,7215,Stålkonstruktionsmontör
7382,7113,"Stålslipare, cement"
7383,7321,Stålsticksgravör
7384,9111,Städare
7385,1292,"Städchef, verksamhetsnära chef "
7386,1291,"Städchef, funktions- eller mellanchef"
7387,9111,Städhjälp
7388,5151,Städinspektör
7389,5151,Städinstruktör
7390,5151,Städkonsulent
7391,5151,Städkonsult
7392,5151,Städledare
7393,9111,Städtekniker
